设备信息
设备型号：Redmi 4
系统版本：6.0.1
GPU信息： Qualcomm, Adreno (TM) 506, OpenGL ES 3.1 V@145.0 (GIT@I74772a33ad)
设备内存：2.78G
屏幕分辨率：1080x1920
应用程序分辨率：1080x1920
屏幕密度：480dpi
电池健康情况：health

安装报告：
安装失败  INSTALL_FAILED_ALREADY_EXISTS
2020-04-28 17:58:22
该次安装结果不计入整体报告
电量使用报告:
共耗电12.2mA，详细耗电情况为 cpu=12.2 sensor=0.0106

CPU占有率报告:
+--------------+--------+---------+-----------+------------------------+---------------------+
| serialNumber | CPU(%) | user(%) | kernel(%) |         faults         |      timestamp      |
|     158      |      34.5      | 2020-04-28 18:06:23 |
|     159      |      34.5      | 2020-04-28 18:06:26 |
|     160      |      34.5      | 2020-04-28 18:06:29 |
|     161      |      34.5      | 2020-04-28 18:06:32 |
|     162      |      34.5      | 2020-04-28 18:06:35 |
|     163      |      34.5      | 2020-04-28 18:06:39 |
|     164      |      34.5      | 2020-04-28 18:06:42 |
|     165      |      34.5      | 2020-04-28 18:06:45 |
|     166      |      34.5      | 2020-04-28 18:06:48 |
|     167      |      34.5      | 2020-04-28 18:06:51 |
|     168      |      34.5      | 2020-04-28 18:06:54 |
|     169      |      34.5      | 2020-04-28 18:06:57 |
|     170      |      34.5      | 2020-04-28 18:07:00 |
|     171      |      34.5      | 2020-04-28 18:07:03 |
|     172      |      34.5      | 2020-04-28 18:07:06 |
|     173      |      34.5      | 2020-04-28 18:07:09 |
|     174      |      34.5      | 2020-04-28 18:07:12 |
|     175      |      34.5      | 2020-04-28 18:07:15 |
|     176      |      34.5      | 2020-04-28 18:07:18 |
|     177      |      34.5      | 2020-04-28 18:07:21 |
|     178      |      34.5      | 2020-04-28 18:07:24 |
|     179      |      34.5      | 2020-04-28 18:07:27 |
|     180      |      34.5      | 2020-04-28 18:07:31 |
|     181      |      34.5      | 2020-04-28 18:07:34 |
|     182      |      34.5      | 2020-04-28 18:07:37 |
|     183      |      34.5      | 2020-04-28 18:07:40 |
|     184      |      34.5      | 2020-04-28 18:07:43 |
|     185      |      34.5      | 2020-04-28 18:07:46 |
|     186      |      34.5      | 2020-04-28 18:07:49 |
|     187      |      34.5      | 2020-04-28 18:07:52 |
|     188      |      34.5      | 2020-04-28 18:07:55 |
|     189      |      34.5      | 2020-04-28 18:07:58 |
|     190      |      34.5      | 2020-04-28 18:08:01 |
|     191      |      34.5      | 2020-04-28 18:08:04 |
|     192      |      34.5      | 2020-04-28 18:08:07 |
|     193      |      34.5      | 2020-04-28 18:08:10 |
|     194      |      34.5      | 2020-04-28 18:08:13 |
|     195      |      34.5      | 2020-04-28 18:08:16 |
|     196      |      34.5      | 2020-04-28 18:08:19 |
|     197      |      34.5      | 2020-04-28 18:08:22 |
|     198      |      35.5      | 2020-04-28 18:08:25 |
|     199      |      35.5      | 2020-04-28 18:08:29 |
|     200      |      35.5      | 2020-04-28 18:08:32 |
+--------------+----------------+---------------------+

流量使用报告:
+--------------+----------+---------------+-------------+------------------+---------------------+
| serialNumber | send(kb) | sendTotal(kb) | receive(kb) | receiveTotal(kb) |      timestamp      |
+--------------+----------+---------------+-------------+------------------+---------------------+
|      1       |    0     |       0       |      0      |        0         | 2020-04-28 17:58:27 |
|      2       |    0     |       0       |      0      |        0         | 2020-04-28 17:58:30 |
|      3       |    0     |       0       |      0      |        0         | 2020-04-28 17:58:33 |
|      4       |    0     |       0       |      0      |        0         | 2020-04-28 17:58:36 |
|      5       |    0     |       0       |      0      |        0         | 2020-04-28 17:58:39 |
|      6       |    0     |       0       |      0      |        0         | 2020-04-28 17:58:42 |
|      7       |    0     |       0       |      0      |        0         | 2020-04-28 17:58:45 |
|      8       |    0     |       0       |      0      |        0         | 2020-04-28 17:58:48 |
|      9       |    0     |       0       |      0      |        0         | 2020-04-28 17:58:51 |
|      10      |    0     |       0       |      0      |        0         | 2020-04-28 17:58:54 |
|      11      |    0     |       0       |      0      |        0         | 2020-04-28 17:58:57 |
|      12      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:00 |
|      13      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:03 |
|      14      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:06 |
|      15      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:09 |
|      16      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:13 |
|      17      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:16 |
|      18      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:19 |
|      19      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:22 |
|      20      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:25 |
|      21      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:28 |
|      22      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:31 |
|      23      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:34 |
|      24      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:37 |
|      25      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:40 |
|      26      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:43 |
|      27      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:46 |
|      28      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:49 |
|      29      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:52 |
|      30      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:55 |
|      31      |    0     |       0       |      0      |        0         | 2020-04-28 17:59:58 |
|      32      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:01 |
|      33      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:05 |
|      34      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:08 |
|      35      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:11 |
|      36      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:14 |
|      37      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:17 |
|      38      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:20 |
|      39      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:23 |
|      40      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:26 |
|      41      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:29 |
|      42      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:32 |
|      43      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:35 |
|      44      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:38 |
|      45      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:41 |
|      46      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:44 |
|      47      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:47 |
|      48      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:50 |
|      49      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:53 |
|      50      |    0     |       0       |      0      |        0         | 2020-04-28 18:00:57 |
|      51      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:00 |
|      52      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:03 |
|      53      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:06 |
|      54      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:09 |
|      55      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:12 |
|      56      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:15 |
|      57      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:18 |
|      58      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:21 |
|      59      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:24 |
|      60      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:27 |
|      61      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:30 |
|      62      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:33 |
|      63      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:36 |
|      64      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:39 |
|      65      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:42 |
|      66      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:45 |
|      67      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:48 |
|      68      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:52 |
|      69      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:55 |
|      70      |    0     |       0       |      0      |        0         | 2020-04-28 18:01:58 |
|      71      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:01 |
|      72      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:04 |
|      73      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:07 |
|      74      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:10 |
|      75      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:13 |
|      76      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:16 |
|      77      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:19 |
|      78      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:22 |
|      79      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:25 |
|      80      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:28 |
|      81      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:31 |
|      82      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:34 |
|      83      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:37 |
|      84      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:40 |
|      85      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:43 |
|      86      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:46 |
|      87      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:50 |
|      88      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:53 |
|      89      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:56 |
|      90      |    0     |       0       |      0      |        0         | 2020-04-28 18:02:59 |
|      91      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:02 |
|      92      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:05 |
|      93      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:08 |
|      94      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:11 |
|      95      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:14 |
|      96      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:17 |
|      97      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:20 |
|      98      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:23 |
|      99      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:26 |
|     100      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:29 |
|     101      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:32 |
|     102      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:35 |
|     103      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:38 |
|     104      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:41 |
|     105      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:44 |
|     106      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:47 |
|     107      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:51 |
|     108      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:54 |
|     109      |    0     |       0       |      0      |        0         | 2020-04-28 18:03:57 |
|     110      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:00 |
|     111      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:03 |
|     112      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:06 |
|     113      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:09 |
|     114      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:12 |
|     115      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:15 |
|     116      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:18 |
|     117      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:21 |
|     118      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:24 |
|     119      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:27 |
|     120      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:30 |
|     121      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:33 |
|     122      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:36 |
|     123      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:39 |
|     124      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:42 |
|     125      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:46 |
|     126      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:49 |
|     127      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:52 |
|     128      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:55 |
|     129      |    0     |       0       |      0      |        0         | 2020-04-28 18:04:58 |
|     130      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:01 |
|     131      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:04 |
|     132      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:07 |
|     133      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:10 |
|     134      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:13 |
|     135      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:16 |
|     136      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:19 |
|     137      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:22 |
|     138      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:25 |
|     139      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:28 |
|     140      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:31 |
|     141      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:34 |
|     142      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:37 |
|     143      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:41 |
|     144      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:44 |
|     145      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:47 |
|     146      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:50 |
|     147      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:53 |
|     148      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:56 |
|     149      |    0     |       0       |      0      |        0         | 2020-04-28 18:05:59 |
|     150      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:02 |
|     151      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:05 |
|     152      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:08 |
|     153      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:11 |
|     154      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:14 |
|     155      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:17 |
|     156      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:20 |
|     157      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:23 |
|     158      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:26 |
|     159      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:29 |
|     160      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:32 |
|     161      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:35 |
|     162      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:39 |
|     163      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:42 |
|     164      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:45 |
|     165      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:48 |
|     166      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:51 |
|     167      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:54 |
|     168      |    0     |       0       |      0      |        0         | 2020-04-28 18:06:57 |
|     169      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:00 |
|     170      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:03 |
|     171      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:06 |
|     172      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:09 |
|     173      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:12 |
|     174      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:15 |
|     175      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:18 |
|     176      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:21 |
|     177      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:24 |
|     178      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:27 |
|     179      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:31 |
|     180      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:34 |
|     181      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:37 |
|     182      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:40 |
|     183      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:43 |
|     184      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:46 |
|     185      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:49 |
|     186      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:52 |
|     187      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:55 |
|     188      |    0     |       0       |      0      |        0         | 2020-04-28 18:07:58 |
|     189      |    0     |       0       |      0      |        0         | 2020-04-28 18:08:01 |
|     190      |    0     |       0       |      0      |        0         | 2020-04-28 18:08:04 |
|     191      |    0     |       0       |      0      |        0         | 2020-04-28 18:08:07 |
|     192      |    0     |       0       |      0      |        0         | 2020-04-28 18:08:10 |
|     193      |    0     |       0       |      0      |        0         | 2020-04-28 18:08:13 |
|     194      |    0     |       0       |      0      |        0         | 2020-04-28 18:08:16 |
|     195      |    0     |       0       |      0      |        0         | 2020-04-28 18:08:19 |
|     196      |    0     |       0       |      0      |        0         | 2020-04-28 18:08:22 |
|     197      |    0     |       0       |      0      |        0         | 2020-04-28 18:08:25 |
|     198      |    0     |       0       |      0      |        0         | 2020-04-28 18:08:29 |
|     199      |    0     |       0       |      0      |        0         | 2020-04-28 18:08:32 |
|     200      |    0     |       0       |      0      |        0         | 2020-04-28 18:08:35 |
+--------------+----------+---------------+-------------+------------------+---------------------+

FPS检测报告：
+--------------+-----------------------------------------------------------+------+-------------------+---------------------+
| serialNumber |                            page                           | FPS  | frameLossRate (%) |      timestamp      |
+--------------+-----------------------------------------------------------+------+-------------------+---------------------+
|      1       |                            null                           | null |        null       | 2020-04-28 17:58:24 |
|      2       |                            null                           | null |        null       | 2020-04-28 17:58:27 |
|      3       | com.taobao.tao.allspark.feedstream.FeedStreamMainActivity | 60.0 |       0.00%       | 2020-04-28 17:58:30 |
|      4       |                            null                           | null |        null       | 2020-04-28 17:58:33 |
|      5       |               com.taobao.tao.HistoryActivity              | 40.0 |       25.00%      | 2020-04-28 17:58:36 |
|      6       |                            null                           | null |        null       | 2020-04-28 17:58:40 |
|      7       |                com.taobao.tao.LoginActivity               | 56.7 |       5.77%       | 2020-04-28 17:58:43 |
|      8       |                            null                           | null |        null       | 2020-04-28 17:58:46 |
|      9       |                            null                           | null |        null       | 2020-04-28 17:58:49 |
|      10      |    com.taobao.tao.pluginplatform.PluginPlatformActivity   | 51.4 |       16.67%      | 2020-04-28 17:58:52 |
|      11      |                            null                           | null |        null       | 2020-04-28 17:58:55 |
|      12      |                            null                           | null |        null       | 2020-04-28 17:58:58 |
|      13      |    com.taobao.tao.pluginplatform.PluginPlatformActivity   | 45.0 |       16.67%      | 2020-04-28 17:59:01 |
|      14      |                            null                           | null |        null       | 2020-04-28 17:59:04 |
|      15      |    com.taobao.tao.pluginplatform.PluginPlatformActivity   | 36.0 |       66.67%      | 2020-04-28 17:59:07 |
|      15      |                com.taobao.tao.LoginActivity               | 53.0 |       10.53%      | 2020-04-28 17:59:07 |
|      16      |                            null                           | null |        null       | 2020-04-28 17:59:10 |
|      17      |                            null                           | null |        null       | 2020-04-28 17:59:13 |
|      18      |                com.taobao.tao.LoginActivity               | 51.5 |       15.07%      | 2020-04-28 17:59:16 |
|      19      |                            null                           | null |        null       | 2020-04-28 17:59:19 |
|      20      |                            null                           | null |        null       | 2020-04-28 17:59:22 |
|      21      |                            null                           | null |        null       | 2020-04-28 17:59:25 |
|      22      |                com.taobao.tao.LoginActivity               | 46.0 |       30.43%      | 2020-04-28 17:59:28 |
|      23      |                com.taobao.tao.LoginActivity               | 60.0 |       0.00%       | 2020-04-28 17:59:32 |
|      24      |                            null                           | null |        null       | 2020-04-28 17:59:35 |
|      25      |                            null                           | null |        null       | 2020-04-28 17:59:38 |
|      26      |                            null                           | null |        null       | 2020-04-28 17:59:41 |
|      27      |                            null                           | null |        null       | 2020-04-28 17:59:44 |
|      28      |           com.taobao.tao.homepage.MainActivity3           | 56.4 |       6.45%       | 2020-04-28 17:59:47 |
|      29      |           com.taobao.tao.homepage.MainActivity3           | 60.0 |       0.00%       | 2020-04-28 17:59:50 |
|      29      |                com.taobao.tao.LoginActivity               | 57.4 |       4.59%       | 2020-04-28 17:59:50 |
|      30      |                com.taobao.tao.LoginActivity               | 51.4 |       15.83%      | 2020-04-28 17:59:53 |
|      30      |        com.taobao.biaoge.activity.RegisterActivity        | 35.0 |       42.86%      | 2020-04-28 17:59:53 |
|      31      |        com.taobao.biaoge.activity.RegisterActivity        | 47.2 |       25.42%      | 2020-04-28 17:59:56 |
|      31      |              com.taobao.tao.SettingsActivity              | 42.0 |       28.57%      | 2020-04-28 17:59:56 |
|      32      |                com.taobao.tao.LoginActivity               | 50.7 |       18.42%      | 2020-04-28 17:59:59 |
|      33      |        com.taobao.biaoge.activity.RegisterActivity        | 38.6 |       46.74%      | 2020-04-28 18:00:02 |
|      34      |                com.taobao.tao.LoginActivity               | 52.9 |       13.33%      | 2020-04-28 18:00:05 |
|      35      |                            null                           | null |        null       | 2020-04-28 18:00:08 |
|      36      |                com.taobao.tao.LoginActivity               | 31.8 |       66.67%      | 2020-04-28 18:00:11 |
|      37      |        com.taobao.biaoge.activity.RegisterActivity        | 46.2 |       23.08%      | 2020-04-28 18:00:14 |
|      38      |        com.taobao.biaoge.activity.RegisterActivity        | 38.8 |       54.84%      | 2020-04-28 18:00:17 |
|      39      |        com.taobao.biaoge.activity.RegisterActivity        | 41.9 |       40.00%      | 2020-04-28 18:00:20 |
|      40      |                            null                           | null |        null       | 2020-04-28 18:00:24 |
|      41      |                com.taobao.tao.LoginActivity               | 53.8 |       11.61%      | 2020-04-28 18:00:27 |
|      42      |                com.taobao.tao.LoginActivity               | 60.0 |       0.00%       | 2020-04-28 18:00:30 |
|      43      |        com.taobao.biaoge.activity.RegisterActivity        | 45.9 |       28.21%      | 2020-04-28 18:00:33 |
|      44      |                            null                           | null |        null       | 2020-04-28 18:00:36 |
|      45      |    com.taobao.tao.pluginplatform.PluginPlatformActivity   | 49.1 |       16.67%      | 2020-04-28 18:00:39 |
|      46      |    com.taobao.tao.pluginplatform.PluginPlatformActivity   | 46.9 |       20.73%      | 2020-04-28 18:00:42 |
|      47      |                            null                           | null |        null       | 2020-04-28 18:00:45 |
|      48      |                            null                           | null |        null       | 2020-04-28 18:00:48 |
|      49      |                            null                           | null |        null       | 2020-04-28 18:00:51 |
|      50      |                            null                           | null |        null       | 2020-04-28 18:00:54 |
|      51      |                            null                           | null |        null       | 2020-04-28 18:00:57 |
|      52      |                            null                           | null |        null       | 2020-04-28 18:01:00 |
|      53      |                            null                           | null |        null       | 2020-04-28 18:01:03 |
|      54      |                            null                           | null |        null       | 2020-04-28 18:01:06 |
|      55      |                            null                           | null |        null       | 2020-04-28 18:01:10 |
|      56      |                            null                           | null |        null       | 2020-04-28 18:01:13 |
|      57      |                            null                           | null |        null       | 2020-04-28 18:01:16 |
|      58      |                            null                           | null |        null       | 2020-04-28 18:01:19 |
|      59      |                            null                           | null |        null       | 2020-04-28 18:01:22 |
|      60      |                            null                           | null |        null       | 2020-04-28 18:01:25 |
|      61      |                            null                           | null |        null       | 2020-04-28 18:01:28 |
|      62      |                            null                           | null |        null       | 2020-04-28 18:01:31 |
|      63      |                            null                           | null |        null       | 2020-04-28 18:01:34 |
|      64      |                            null                           | null |        null       | 2020-04-28 18:01:37 |
|      65      |    com.taobao.tao.pluginplatform.PluginPlatformActivity   | 34.3 |       50.00%      | 2020-04-28 18:01:40 |
|      65      |              com.taobao.tao.EbookWapActivity              | 48.5 |       19.05%      | 2020-04-28 18:01:40 |
|      65      |              com.taobao.tao.EbookWapActivity              | 60.0 |       0.00%       | 2020-04-28 18:01:40 |
|      66      |    com.taobao.tao.pluginplatform.PluginPlatformActivity   | 25.0 |       70.00%      | 2020-04-28 18:01:43 |
|      66      |                com.taobao.tao.LoginActivity               | 30.0 |       85.71%      | 2020-04-28 18:01:43 |
|      67      |                            null                           | null |        null       | 2020-04-28 18:01:46 |
|      68      |    com.taobao.tao.pluginplatform.PluginPlatformActivity   | 50.6 |       18.60%      | 2020-04-28 18:01:49 |
|      68      |                com.taobao.tao.LoginActivity               | 40.0 |       50.00%      | 2020-04-28 18:01:49 |
|      69      |                com.taobao.tao.LoginActivity               | 40.0 |       42.86%      | 2020-04-28 18:01:52 |
|      70      |                com.taobao.tao.LoginActivity               | 51.5 |       16.39%      | 2020-04-28 18:01:56 |
|      70      |        com.taobao.biaoge.activity.RegisterActivity        | 51.8 |       15.79%      | 2020-04-28 18:01:56 |
|      71      |        com.taobao.biaoge.activity.RegisterActivity        | 49.7 |       20.69%      | 2020-04-28 18:01:59 |
|      72      |        com.taobao.biaoge.activity.RegisterActivity        | 38.8 |       54.84%      | 2020-04-28 18:02:02 |
|      73      |           com.taobao.tao.homepage.MainActivity3           | 40.0 |       50.00%      | 2020-04-28 18:02:05 |
|      73      |        com.taobao.biaoge.activity.RegisterActivity        | 47.9 |       24.10%      | 2020-04-28 18:02:05 |
|      73      |           com.taobao.tao.homepage.MainActivity3           | 60.0 |       0.00%       | 2020-04-28 18:02:05 |
|      74      |           com.taobao.tao.homepage.MainActivity3           | 54.5 |       10.00%      | 2020-04-28 18:02:08 |
|      75      |                            null                           | null |        null       | 2020-04-28 18:02:11 |
|      76      |           com.taobao.tao.homepage.MainActivity3           | 49.3 |       17.39%      | 2020-04-28 18:02:14 |
|      76      |           com.taobao.tao.homepage.MainActivity3           | 46.7 |       14.29%      | 2020-04-28 18:02:14 |
|      77      |           com.taobao.tao.homepage.MainActivity3           | 53.7 |       5.88%       | 2020-04-28 18:02:17 |
|      77      |      com.google.zxing.client.android.CaptureActivity      | 36.0 |       33.33%      | 2020-04-28 18:02:17 |
|      78      |           com.taobao.tao.homepage.MainActivity3           | 42.6 |       29.63%      | 2020-04-28 18:02:20 |
|      78      |           com.taobao.tao.homepage.MainActivity3           | 30.0 |      100.00%      | 2020-04-28 18:02:20 |
|      79      |           com.taobao.tao.homepage.MainActivity3           | 52.5 |       14.29%      | 2020-04-28 18:02:23 |
|      80      |           com.taobao.tao.homepage.MainActivity3           | 55.4 |       8.33%       | 2020-04-28 18:02:26 |
|      80      |                com.taobao.tao.LoginActivity               | 52.7 |       13.79%      | 2020-04-28 18:02:26 |
|      81      | com.taobao.tao.allspark.feedstream.FeedStreamMainActivity | 40.0 |       50.00%      | 2020-04-28 18:02:29 |
|      82      |                com.taobao.tao.LoginActivity               | 49.8 |       18.37%      | 2020-04-28 18:02:32 |
|      83      |                            null                           | null |        null       | 2020-04-28 18:02:35 |
|      84      |                            null                           | null |        null       | 2020-04-28 18:02:38 |
|      85      |                com.taobao.tao.LoginActivity               | 52.2 |       14.89%      | 2020-04-28 18:02:42 |
|      86      |                            null                           | null |        null       | 2020-04-28 18:02:45 |
|      87      |                            null                           | null |        null       | 2020-04-28 18:02:48 |
|      88      |                            null                           | null |        null       | 2020-04-28 18:02:51 |
|      89      |                com.taobao.tao.LoginActivity               | 48.0 |       25.00%      | 2020-04-28 18:02:54 |
|      90      |                            null                           | null |        null       | 2020-04-28 18:02:57 |
|      91      |                            null                           | null |        null       | 2020-04-28 18:03:00 |
